Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Francois Pinault,47,2001,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,64,male,France,FRA,1380000000000.0,Europe,founder non-finance,6.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,"Pinault-Printemps-Redoute (PPR), now known as Kering"
Mikhail Fridman,47,2014,1989,Alfa Group,founder,investment banking,new,49,male,Russia,RUS,0.0,Europe,privatized and resources,17.6,Resource Related,True,Energy,not inherited,True,True,Alfa Group
Donald Newhouse,48,1996,1909,Advance Publications,relation,media,new,66,male,United States,USA,8100000000000.0,North America,inherited,4.5,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Michael Dell,48,2014,1984,Dell,founder,technology,new,49,male,United States,USA,0.0,North America,founder non-finance,17.5,New Sectors,True,Technology-Computer,not inherited,True,True,Dell
Samuel Newhouse,49,1996,1909,Advance Publications,relation,media,new,68,male,United States,USA,8100000000000.0,North America,inherited,4.5,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Pierre Landolt,49,2001,2001,AxialPar,founder,venture capitalist,new,0,male,Switzerland,CHE,279000000000.0,Europe,founder non-finance,6.1,New Sectors,True,Technology-Medical,not inherited,True,True,AxialPar
Susanne Klatten,49,2014,1916,BMW,relation,cars,new,51,female,Germany,DEU,0.0,Europe,inherited,17.4,Traded Sectors,True,Consumer,father,True,True,BMW
Dhanin Chearavanont,50,1996,1921,Charoen Pokphand (CP Group),relation,retail,new,56,male,Thailand,THA,182000000000.0,East Asia,inherited,4.2,Traded Sectors,True,Consumer,father,True,True,Charoen Pokphand (CP Group)
George Soros,50,2001,1969,Soros Fund Management,founder,hedge funds,new,70,male,United States,USA,10600000000000.0,North America,self-made finance,6.0,Financial,True,Hedge funds,not inherited,True,True,Soros Fund Management
Nasser Al-Kharafi,50,2001,1956,Kharafi Group,relation,construction,new,57,male,Kuwait,KWT,34890773880.0,Middle East/North Africa,inherited,6.0,Non-Traded Sectors,True,Constrution,father,True,True,Kharafi Group
Abigail Johnson,50,2014,1946,Fidelity Investments,relation,investment banking,new,52,female,United States,USA,0.0,North America,inherited,17.3,Financial,True,Money Management,3rd generation,True,True,Fidelity Investments
Boehringer family,51,1996,1885,Poehringer Ingelheim,relation,pharmaceuticals,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,4.1,New Sectors,True,Technology-Medical,3rd generation,True,True,Poehringer Ingelheim
Viktor Vekselberg,51,2014,1990,Renova Group,founder,"aluminum, oil",new,56,male,Russia,RUS,0.0,Europe,privatized and resources,17.2,Resource Related,True,Mining and metals,not inherited,True,True,Renova Group
David Sainsbury,52,1996,1869,Sainsbury's,relation,groceries,new,55,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,Sainsbury's
Lee Shau Kee,52,2001,1976,Henderson Land Development,founder/chairman,real estate,new,73,male,Hong Kong,HKG,169000000000.0,East Asia,self-made finance,5.9,Financial,True,Real Estate,not inherited,True,True,Henderson Land Development
Lakshmi Mittal,52,2014,1989,ArcelorMittal,founder,steel,new,63,male,India,IND,0.0,South Asia,inherited,16.7,Resource Related,True,Non-consumer industrial,father,True,True,ArcelorMittal
Seydoux/Schlumberger families,53,1996,1926,Schlumberger Well Services,founder,oilfield services,new,0,male,France,FRA,1610000000000.0,Europe,inherited,4.0,New Sectors,True,Technology-Medical,not inherited,True,True,Schlumberger Well Services
Eli Broad,53,2001,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,67,male,United States,USA,10600000000000.0,North America,self-made finance,5.8,Financial,True,Money Management,not inherited,True,True,"Kaufman and Broad, SunAmerica"
Vladimir Lisin,53,2014,1992,NLMK,owner,steel,aquired,57,male,Russia,RUS,0.0,Europe,privatized and resources,16.6,Resource Related,True,Non-consumer industrial,not inherited,True,True,NLMK
Masatoshi Ito,54,1996,1961,Ito-Yokado,founder,retail,new,71,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Ito-Yokado
James Goodnight,54,2001,1976,SAS institute,founder,software,new,58,male,United States,USA,10600000000000.0,North America,founder non-finance,5.7,New Sectors,True,Technology-Computer,not inherited,True,True,SAS institute
Cheng Yu-tung,54,2014,1929,Chow Tai Fook Enterprises,relation,real estate,new,88,male,Hong Kong,HKG,0.0,East Asia,inherited,16.2,Financial,True,Diversified financial,father,True,True,Chow Tai Fook Enterprises
Fukuzo Iwasaki,55,1996,1923,Iwasaki Sangyo Group,relation,real estate,new,71,male,Japan,JPN,4710000000000.0,East Asia,inherited,4.0,Financial,True,Real Estate,father,True,True,Iwasaki Sangyo Group
Kyosuke Kinoshita,55,2001,1948,Acom,relation,consumer loans,new,60,male,Japan,JPN,4160000000000.0,East Asia,inherited,5.6,Financial,True,Money Management,father,True,True,Acom
Masayoshi Son,55,2001,1981,Softbank,founder/CEO,technology,new,43,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,5.6,Non-Traded Sectors,True,Media,not inherited,True,True,Softbank
Joseph Safra,55,2014,1955,Banco Safra (now Saftra Group),founder,banking,new,75,male,Brazil,BRA,0.0,Latin America,self-made finance,16.0,Financial,True,Money Management,not inherited,True,True,Banco Safra (now Saftra Group)
Mustafa Rahmi Koc,56,1996,1926,Koc Holding,relation,"energy, retail, manufacturing",new,65,male,Turkey,TUR,181000000000.0,Middle East/North Africa,inherited,4.0,Financial,True,Money Management,3rd generation,True,True,Koc Holding
Paul Allen,56,2014,1975,Microsoft,founder,technology,new,61,male,United States,USA,0.0,North America,founder non-finance,15.9,New Sectors,True,Technology-Computer,not inherited,True,True,Microsoft
Barbara Cox Anthony,57,1996,1898,Cox Enterprises,relation,media,aquired,72,female,United States,USA,8100000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True,Cox Enterprises
Luciano Benetton,57,2001,1965,Benetton Group,founder,fashion,new,65,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,5.5,Traded Sectors,True,Consumer,not inherited,True,True,Benetton Group
Robert Pritzker,57,2001,1957,Hyatt,founder,hotels,aquired,74,male,United States,USA,10600000000000.0,North America,self-made finance,5.5,Financial,True,Real Estate,father,True,True,Hyatt
Thomas Pritzker,57,2001,1957,Hyatt,relation,hotels,aquired,50,male,United States,USA,10600000000000.0,North America,inherited,5.5,Financial,True,Real Estate,father,True,True,Hyatt
Leonid Mikhelson,57,2014,1994,Novatek,chairman of management committee,gas,new,58,male,Russia,RUS,0.0,Europe,privatized and resources,15.6,Resource Related,True,Energy,not inherited,True,True,Novatek
Anne Cox Chambers,58,1996,1898,Cox Enterprises,relation,media,aquired,76,female,United States,USA,8100000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True,Cox Enterprises
Anne Cox Chambers,58,2014,1898,Cox Enterprises,relation,media,aquired,94,female,United States,USA,0.0,North America,inherited,15.5,Non-Traded Sectors,True,Media,father,True,True,Cox Enterprises
Francois Pinault,58,2014,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,77,male,France,FRA,0.0,Europe,founder non-finance,15.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,"Pinault-Printemps-Redoute (PPR), now known as Kering"
Iris Fontbona,58,2014,1888,Antofagasta PLC,relation,mining,aquired,71,female,Chile,CHL,0.0,Latin America,inherited,15.5,Resource Related,True,Mining and metals,spouse/widow,True,True,Antofagasta PLC
Ronald Perelman,59,1996,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,53,male,United States,USA,8100000000000.0,North America,self-made finance,4.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True,MacAnderws and Forbes Holdings
Akira Mori,60,1996,1959,Mori Building,relation,construction,new,66,male,Japan,JPN,4710000000000.0,East Asia,inherited,3.9,Financial,True,Real Estate,father,True,True,Mori Building
Curt Engelhorn,60,2001,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,74,male,Germany,DEU,1950000000000.0,Europe,inherited,5.4,New Sectors,True,Technology-Medical,4th generation,True,True,BASF/Boehringer Mannheim/DePuy
Gordon Moore,60,2001,1968,Intel ,founder,technology,new,72,male,United States,USA,10600000000000.0,North America,founder non-finance,5.4,New Sectors,True,Technology-Computer,not inherited,True,True,Intel 
Hasso Plattner,60,2001,1972,SAP AG,founder,software,new,57,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,5.4,New Sectors,True,Technology-Computer,not inherited,True,True,SAP AG
Paul-Louis Halley,60,2001,1961,Promodes,relation,retail,new,0,male,France,FRA,1380000000000.0,Europe,executive,5.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Promodes
Otto Beisheim,61,1996,1963,Metro AG,founder,groceries,new,72,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Metro AG
Azim Premji,61,2014,1945,Wipro Limited,relation,software,new,68,male,India,IND,0.0,South Asia,inherited,15.3,New Sectors,True,Technology-Computer,father,True,True,Wipro Limited
Gennady Timchenko,61,2014,2000,Gunvor Group,founder,oil trading,new,61,male,Russia,RUS,0.0,Europe,privatized and resources,15.3,Resource Related,True,Energy,not inherited,True,True,Gunvor Group
Mohammad Al Amoudi,61,2014,1970,MIDROC,founder,construction/real estate,new,67,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,privatized and resources,15.3,Resource Related,True,Energy,not inherited,True,True,MIDROC
Madeleine Schickedanz,62,1996,1927,Quelle Versand,relation,retail,new,52,female,Germany,DEU,2500000000000.0,Europe,inherited,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Quelle Versand
Brenninkmeijer family,63,1996,1841,C&A,relation,retail,new,0,male,Netherlands,NLD,443000000000.0,Europe,inherited,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,C&A
Gordon Moore,64,1996,1968,Intel ,founder,technology,new,67,male,United States,USA,8100000000000.0,North America,founder non-finance,3.7,New Sectors,True,Technology-Computer,not inherited,True,True,Intel 
Friedrich Flick,64,2001,1919,Friedrich Flick Industrial Holding,relation,coal,new,74,male,Germany,DEU,1950000000000.0,Europe,inherited,5.3,Financial,True,Money Management,father,True,True,Friedrich Flick Industrial Holding
Gustavo Cisneros,64,2001,1929,Cisneros Group,relation,media,new,55,male,Venezuela,VEN,123000000000.0,Latin America,inherited,5.3,Non-Traded Sectors,True,Media,father,True,True,Cisneros Group
Stefan Persson,64,2001,1947, H&M,relation, fashion, new,53,male,Sweden,SWE,240000000000.0,Europe,inherited,5.3,Traded Sectors,True,Consumer,father,True,True, H&M
Walter Haefner,64,2001,1957,Automation Center,founder,computer services,new,90,male,Switzerland,CHE,279000000000.0,Europe,founder non-finance,5.3,New Sectors,True,Technology-Computer,not inherited,True,True,Automation Center
Wang Jianlin,64,2014,1988,Dalian Wanda Group,founder,real estate,new,59,male,China,CHN,0.0,East Asia,self-made finance,15.1,Financial,True,Real Estate,not inherited,True,True,Dalian Wanda Group
Walter Annenberg,65,1996,1936,Philadelphia Inquirer,relation,media,aquired,0,male,United States,USA,8100000000000.0,North America,inherited,3.7,Non-Traded Sectors,True,Media,father,True,True,Philadelphia Inquirer
Charles Ergen,65,2014,1980,dish networtk,founder,media,new,61,male,United States,USA,0.0,North America,founder non-finance,15.0,Non-Traded Sectors,True,Media,not inherited,True,True,dish networtk
Steven Ballmer,66,1996,1975,Microsoft,CEO,technology,new,39,male,United States,USA,8100000000000.0,North America,executive,3.7,New Sectors,True,Technology-Computer,not inherited,True,True,Microsoft
Stefan Quandt,66,2014,1916,BMW,relation,cars,new,47,male,Germany,DEU,0.0,Europe,inherited,14.9,Traded Sectors,True,Consumer,father,True,True,BMW
Gregorio Perez Companc,67,1996,1968,Petrolera Perez Companc,relation,oil,new,61,male,Argentina,ARG,272000000000.0,Latin America,inherited,3.6,Traded Sectors,True,Consumer,father,True,True,Petrolera Perez Companc
German Larrea Mota Velasco,67,2014,1978,Grupo Mexio,founder,copper,new,60,male,Mexico,MEX,0.0,Latin America,privatized and resources,14.7,Resource Related,True,Mining and metals,not inherited,True,True,Grupo Mexio
Curt Engelhorn,68,1996,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,69,male,Germany,DEU,2500000000000.0,Europe,inherited,3.6,New Sectors,True,Technology-Medical,4th generation,True,True,BASF/Boehringer Mannheim/DePuy
Yoshitaka Fukuda,68,2001,1967,Aiful,founder,finance,new,53,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,5.2,Financial,True,Money Management,not inherited,True,True,Aiful
Harold Hamm,68,2014,1967,Continental Resources,founder,oil,new,68,male,United States,USA,0.0,North America,privatized and resources,14.6,Resource Related,True,Energy,not inherited,True,True,Continental Resources
Shin Kyuk-Ho,69,1996,0,Walmart,founder,real estate,new,0,male,South Korea,KOR,603000000000.0,East Asia,inherited,3.6,Traded Sectors,True,Consumer,not inherited,True,True,Walmart
Alfred Lerner,69,2001,1982,MBNA,chairman,credit cards,subsidiary,0,male,United States,USA,10600000000000.0,North America,executive,5.1,Financial,True,Other,not inherited,True,True,MBNA
Donald Bren,69,2014,1864,Irvine Company,owner,real estate,aquired,81,male,United States,USA,0.0,North America,self-made finance,14.4,Financial,True,Real Estate,not inherited,True,True,Irvine Company
Ray Dalio,69,2014,1975,Bridgewater Associates,founder,hedge funds,new,64,male,United States,USA,0.0,North America,self-made finance,14.4,Financial,True,Hedge funds,not inherited,True,True,Bridgewater Associates
James Arthur and John Irving,70,1996,1882,J.D. Irving,relation,timber,new,0,male,Canada,CAN,627000000000.0,North America,inherited,3.5,Resource Related,True,Energy,3rd generation,True,True,J.D. Irving
Alain Wertheimer,70,2001,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1380000000000.0,Europe,inherited,5.0,Traded Sectors,True,Consumer,3rd generation,True,True,Chanel
August von Finck,70,2001,1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,70,male,Germany,DEU,1950000000000.0,Europe,inherited,5.0,Financial,True,Money Management,father,True,True,"Allianz, Merk Finck & Co"
Donald Newhouse,70,2001,1909,Advance Publications,relation,media,new,71,male,United States,USA,10600000000000.0,North America,inherited,5.0,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Michael Otto,70,2001,1923,Metro AG,relation,retail,new,57,male,Germany,DEU,1950000000000.0,Europe,inherited,5.0,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Metro AG
Samuel Newhouse,70,2001,1909,Advance Publications,relation,media,new,73,male,United States,USA,10600000000000.0,North America,inherited,5.0,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Philip Niarchos,71,1996,1952,Niarchos Ltd,relation,shipping,new,42,male,Greece,GRC,147000000000.0,Europe,inherited,3.5,Financial,True,Other,father,True,True,Niarchos Ltd
Georg Schaeffler,71,2014,1946,Schaeffler Group,relation,roller bearings,new,49,male,Germany,DEU,0.0,Europe,inherited,14.3,Traded Sectors,True,Non-consumer industrial,father,True,True,Schaeffler Group
Wang Yue-che,72,1996,1954,Formosa Plastics,founder,petrochemicals,new,79,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,3.5,Traded Sectors,True,Consumer,not inherited,True,True,Formosa Plastics
Luis Carlos Sarmiento,72,2014,1971,"Grupo Aval Acciones y Valores, SA",founder,banking,aquired,81,male,Colombia,COL,0.0,Latin America,self-made finance,14.2,Financial,True,Money Management,not inherited,True,True,"Grupo Aval Acciones y Valores, SA"
Sakip Sabanci,73,1996,1926,Sabanci Holdings,relation,textiles,new,63,male,Turkey,TUR,181000000000.0,Middle East/North Africa,inherited,3.5,Traded Sectors,True,Consumer,father,True,True,Sabanci Holdings
